category,job_title,job_skill_set
SALES,"Partner Sales Manager, Startups, AGS - Startup - NAMER - Partner Sales","['business development', 'sales', 'customer engagement', 'relationship building', 'self-starter', 'leadership', 'problem solving', 'cloud solutions', 'aws services', 'software architecture', 'account management', 'contract negotiation', 'technical acumen', 'gtm programs', 'sales pipeline management', 'communication', 'strategic thinking', 'collaboration', 'mentorship', 'presentation skills', 'adaptability']"
SALES,H&M Retail Sales Associate,"['customer service', 'merchandising', 'cash register operation', 'stock management', 'product knowledge', 'safety procedures', 'teamwork', 'communication', 'multitasking', 'positive attitude', 'creativity', 'adaptability', 'willingness to learn', 'lifting (20 pounds)', 'flexible work schedule']"
SALES,Salesperson,"[""valid driver's license"", 'communication', 'interpersonal skills', 'relationship building', 'results-oriented', 'teamwork', 'independence', 'adaptability', 'problem solving', 'b2b sales', 'sales target achievement', 'negotiation', 'market research', 'product presentation', 'sales reporting', 'pet industry knowledge', ""bachelor's degree in business or marketing""]"
SALES,Regional Sales Manager,"['sales management', 'excel', 'word', 'powerpoint', 'business analysis', 'presentation skills', 'communication', 'relationship building', 'multi-tasking', 'self-confidence', 'interpersonal skills', 'adaptability', 'judgment', 'self-management', 'team collaboration', 'technology sales', 'crm systems']"
SALES,"Sales and Business Development Manager, Minerals and Nutrients - Singapore","['communication', 'customer service', 'teamwork', 'sales management', 'project management', 'market planning', 'crm applications', 'analytical skills', 'nutraceuticals', 'food manufacturing', 'regulatory knowledge', 'ms office', 'leadership', 'relationship management', 'negotiation', 'problem solving']"
SALES,Manager of Customer & Sales Operations,"['customer service', 'supervising', 'problem-solving', 'analytical skills', 'organizational skills', 'powerpoint', 'word', 'order processing', 'marketing materials creation', 'technology proficiency', 'detail orientation', 'communication', 'teamwork', 'flexibility', 'creativity', 'commitment to excellence', 'ability to manage priorities', 'interpersonal skills', 'erp systems', 'excel', 'data reporting', 'training and coaching']"
SALES,Sales Engineer,"['customer service', 'oral communication', 'adaptability', 'planning/organizing', 'active directory', 'windows file systems', 'unix file systems', 'security hardware', 'security software', 'microsoft exchange', 'mcse certification', 'mcp certification', 'analytical skills', 'technical skills', 'problem-solving', 'written communication', 'team collaboration', 'presentation skills', 'attention to detail', 'sense of urgency']"
SALES,Senior Retail Sales Associate,"['retail experience', 'customer service', 'sales transactions', 'stocking', 'communication', 'teamwork', 'customer experience', 'organizational skills', 'flexibility', 'forklift operation certification', 'leadership']"
SALES,Sales Specialist,"['lead generation', 'crm software', 'analytical thinking', 'communication', 'teamwork', 'problem solving', 'results-driven', 'multi-tasking', 'salesforce', 'quoting process', 'technical support', 'public speaking', 'life sciences knowledge', 'time management', 'flexibility']"
SALES,Event Sales Specialist,"['event management', 'event planning', 'customer service', 'sales', 'organizational skills', 'time management', 'communication', 'relationship building', 'proactive approach', 'independent work', 'b2b marketing']"
SALES,"PT Sales Associate, San Marcos, TX","['customer service', 'visual merchandising', 'cash register operation', 'technology use', 'teamwork', 'communication', 'positive attitude', 'flexibility', 'problem solving', 'creativity', 'customer engagement', 'adaptability', 'office equipment operation', 'manual labor', 'lifting and carrying']"
SALES,Insurance Sales Agent,"['sales techniques', 'customer service', 'time management', 'organizational skills', 'communication', 'goal-oriented', 'relationship building', 'adaptability', 'teamwork', 'insurance knowledge']"
SALES,"Director, Inbound Sales","['sales operations', 'call center management', 'performance metrics', 'process improvement', 'team building', 'marketing', 'powerpoint', 'excel', 'leadership', 'communication', 'problem solving', 'motivation', 'creativity', 'customer experience enhancement', 'collaboration', 'strategic thinking', 'adaptability', 'decision making', 'budget management', 'market strategy development', 'financial analysis', 'data analysis']"
SALES,Salesforce Marketing Cloud Administrator,"['project management', 'communication', 'problem solving', 'creativity', 'collaboration', 'deadline management', 'salesforce marketing cloud', 'marketing cloud email specialist certification', 'marketing cloud connect', 'data models', 'html', 'css', 'javascript', 'ampscript', 'ssjs', 'soap apis', 'rest apis', 'project management tools (jira, confluence)', 'integrations', 'analytical thinking', 'user adoption facilitation', 'prioritization', 'agile methodology']"
SALES,Wireless Sales Pro,"['sales', 'customer service', 'problem-solving', 'communication', 'creativity', 'resilience', 'flexibility', 'teamwork', 'high-energy personality', 'wireless product knowledge', 'product setup and activation', 'inventory management']"
SALES,Area Sales Manager (Chattanooga Market),"['sales', 'customer service', 'credit management', 'communication', 'teamwork', 'problem solving', 'time management', 'customer satisfaction', 'adaptability', 'relationship building', 'account management', 'market analysis', 'pricing strategy', 'product knowledge', 'territory management', 'delivery logistics', 'sales presentations']"
SALES,Sales Agent,"['sales', 'customer relationship management', 'computer proficiency', 'bilingual communication', 'sales reporting', 'communication', 'interpersonal skills', 'independence', 'teamwork', 'problem solving', 'cold calling', 'marketing', 'p&c license']"
SALES,Inside Sales Rep II- REMOTE,"['sales', 'negotiation', 'customer relationship management', 'sales analysis', 'product knowledge', 'account management', 'industry experience', 'communication', 'influence', 'independence', 'problem solving', 'team collaboration', 'strategic thinking', 'customer service orientation', 'sales quotas attainment']"
SALES,Sales Executive,"['communication', 'time management', 'relationship building', 'self-motivation', 'adaptability', 'business to business sales', 'software sales', 'healthcare sales', 'financial sales', 'overnight travel', 'real estate knowledge', 'negotiation']"
SALES,Sales Administrator,"['microsoft office', 'project management', 'communication', 'teamwork', 'organization', 'attention to detail', 'multitasking', 'can-do attitude', 'salesforce', 'excel', 'vendor relationship management', 'waste stream profiles']"
SALES,Sales Representative,"['sales', 'customer relationship management', 'ms office', 'culinary knowledge', 'communication', 'building trust', 'adaptability', 'teamwork', 'follow-up', 'problem solving', 'time management', 'market research', 'product knowledge', 'b2b sales', 'driving', 'restaurant management', 'persuasiveness']"
SALES,"Sales Operations Senior Manager, Incentive Compensation Lead","['data analytics', 'business analysis', 'reporting optimization', 'data management', 'collaboration', 'communication', 'problem solving', 'attention to detail', 'strategic thinking', 'presentation skills', 'training development', 'incentive compensation design', 'financial operations', 'microsoft excel', 'microsoft access', 'microsoft powerpoint', 'pharmaceutical data analysis']"
SALES,"Sr. Specialist- Sales Enablement, Offers Commercialization","['market analysis', 'communication', 'adaptability', 'product marketing', 'product development', 'microsoft powerpoint', 'figma', 'prototype creation', 'sales material creation', 'case studies development', 'b2b experience', 'technology industry knowledge', 'payments industry knowledge', 'storytelling', 'collaboration', 'project management', 'urgency', 'independence']"
SALES,Sales and Operations Management Trainee,"['business management', 'customer service', 'sales processes', 'time management', 'communication', 'problem solving', 'attention to detail', 'team collaboration', 'results oriented', 'adaptability', 'customer relationship management', 'inventory management', 'data analysis', ""valid driver's license""]"
SALES,Full Time Sales Lead - Pandora at Mall of America,"['sales experience', 'customer service', 'microsoft office 365', 'analytical thinking', 'time management', 'communication', 'teamwork', 'leadership', 'relationship building', 'problem solving', 'adaptability', 'passion for brand', 'results-oriented', 'pos systems', 'kwi', 'applicant tracking systems']"
